school,year,field,ours_displayed,master_final,master_raw_reported,category,master_flag
West Virginia University,2018,res,24084,12042,,semester x2 (ours annual),
West Virginia University,2018,nr,39870,19935,,semester x2 (ours annual),
West Virginia University,2019,res,22914,11457,,semester x2 (ours annual),
West Virginia University,2019,nr,38934,19467,,semester x2 (ours annual),
West Virginia University,2020,res,24228,12114,,semester x2 (ours annual),
West Virginia University,2020,nr,40248,20124,,semester x2 (ours annual),
Western New England University,2018,res,42218,21109,,semester x2 (ours annual),
Western New England University,2018,nr,42218,21109,,semester x2 (ours annual),
Western New England University,2019,res,42058,21029,,semester x2 (ours annual),
Western New England University,2019,nr,42058,21029,,semester x2 (ours annual),
Western New England University,2020,res,43424,21712,,semester x2 (ours annual),
Western New England University,2020,nr,43424,21712,,semester x2 (ours annual),
Whittier Law School,2018,res,0,,,"per-credit (master null, ours converted)",missing
Whittier Law School,2018,nr,0,,,"per-credit (master null, ours converted)",missing
Whittier Law School,2019,res,0,,,"per-credit (master null, ours converted)",missing
Whittier Law School,2019,nr,0,,,"per-credit (master null, ours converted)",missing
Widener University Commonwealth Law School,2023,res,51765,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Widener University Commonwealth Law School,2023,nr,51765,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Widener University Commonwealth Law School,2024,res,52780,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Widener University Commonwealth Law School,2024,nr,52780,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Widener University Commonwealth Law School,2025,res,54375,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Widener University Commonwealth Law School,2025,nr,54375,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Widener University Delaware Law School,2023,res,53650,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Widener University Delaware Law School,2023,nr,53650,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Widener University Delaware Law School,2024,res,55042,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Widener University Delaware Law School,2024,nr,55042,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Widener University Delaware Law School,2025,res,56550,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Widener University Delaware Law School,2025,nr,56550,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Willamette University,2018,res,44380,22190,,semester x2 (ours annual),
Willamette University,2018,nr,44380,22190,,semester x2 (ours annual),
Willamette University,2019,res,45530,22765,,semester x2 (ours annual),
Willamette University,2019,nr,45530,22765,,semester x2 (ours annual),
Willamette University,2020,res,47130,23565,,semester x2 (ours annual),res>nonres
William & Mary,2018,res,34000,17000,,semester x2 (ours annual),
William & Mary,2018,nr,43000,21500,,semester x2 (ours annual),
William & Mary,2019,res,35000,17500,,semester x2 (ours annual),
William & Mary,2019,nr,44000,22000,,semester x2 (ours annual),
William & Mary,2020,res,28724,14362,,semester x2 (ours annual),
William & Mary,2020,nr,37152,18576,,semester x2 (ours annual),
Wilmington University,2025,res,24302,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Wilmington University,2025,nr,24302,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Wisconsin,2018,res,23518,11759,,semester x2 (ours annual),
Wisconsin,2018,nr,42214,21107,,semester x2 (ours annual),
Wisconsin,2019,res,24236,12118,,semester x2 (ours annual),
Wisconsin,2019,nr,42932,21466,,semester x2 (ours annual),
Wisconsin,2020,res,26236,13118,,semester x2 (ours annual),
Wisconsin,2020,nr,44932,22466,,semester x2 (ours annual),
Wyoming,2018,res,16350,8175,,semester x2 (ours annual),
Wyoming,2018,nr,33124,16562,,semester x2 (ours annual),
Wyoming,2019,res,13920,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Wyoming,2019,nr,29700,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Wyoming,2020,res,14490,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Wyoming,2020,nr,30900,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Wyoming,2022,res,15960,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Wyoming,2022,nr,34080,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Wyoming,2024,res,16066,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Wyoming,2024,nr,34278,,,"per-credit (master null, ours converted)",period_zero:per-credit_only
Wyoming,2025,res,16704,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Wyoming,2025,nr,35641,,0,"per-credit (master null, ours converted)",period_zero:per-credit_only
Yale University,2013,nr,54650,0,,"master blank/0 (ours carries value, e.g. private nr=res)",missing
Yale University,2014,nr,,0,,ours-open-circle (master has value),missing
Yale University,2018,res,64266,32133,,semester x2 (ours annual),
Yale University,2018,nr,64266,32133,,semester x2 (ours annual),
Yale University,2019,res,66128,33064,,semester x2 (ours annual),
Yale University,2019,nr,66128,33064,,semester x2 (ours annual),
Yale University,2020,res,65792,32896,,semester x2 (ours annual),
Yale University,2020,nr,65792,32896,,semester x2 (ours annual),
